Tcrit,elite_fracture_prob,time_to_elite_fracture,weeks_below_elite_crit,avg_loyal,peak_protest,end_displaced_m,mean_elite,min_elite,mean_stab,min_stab
157.0,0.0,157.0,0.0,0.023991384084098167,0.7173799876049078,1.2561181404743187,0.53453356271899,0.4766550295500506,0.9074039015750063,0.6672368341177498
74.0,1.0,89.0,67.0,0.025068927065194764,1.0,2.139911118839406,0.4376412164954917,0.3207606635170335,0.4017067025816427,0.0
89.0,1.0,107.0,49.0,0.02387945127083669,1.0,2.075717446767503,0.4652239159323905,0.32693443778812287,0.46882544262502507,0.0
54.0,1.0,70.0,86.0,0.025905801660721,1.0,2.0192389588063357,0.4019476436327285,0.31349016695203336,0.26491110784482774,0.0
74.0,1.0,89.0,67.0,0.01647304856188248,1.0,2.253766023875088,0.4246208256405193,0.30953009254844516,0.39391722791766587,0.0
78.0,0.0,157.0,0.0,0.40870248786296876,1.0,1.8861953276184835,0.5064097909407802,0.39212608878786254,0.6365666594718429,0.18815571254827199
56.0,1.0,75.0,81.0,0.01648181966997014,1.0,2.40795587103805,0.41694576196813005,0.3279112861063846,0.2790513518367746,0.0
110.0,1.0,127.0,29.0,0.023974928764634102,1.0,1.7876206378942952,0.4838337282142987,0.32328130078295036,0.5694911465772042,0.0
157.0,0.0,157.0,0.0,0.017576298168916822,0.3431500374688569,0.6281818198848556,0.5820592778587353,0.5749083970717948,0.9757505478508833,0.6443494020349745
49.0,1.0,66.0,50.0,0.500595080212272,1.0,2.9846002719718836,0.4238311480869061,0.3299136947454784,0.35357906327486205,0.0
81.0,1.0,98.0,58.0,0.022938386295533485,1.0,2.237757062112703,0.4489654840998209,0.3251711082120674,0.4264551272187557,0.0
60.0,1.0,77.0,79.0,0.017717347402249183,1.0,2.493980411904491,0.42264145740219333,0.32687218646525656,0.31113103679409815,0.0
157.0,0.0,157.0,0.0,0.6587354023303842,0.3249439567001696,0.3121998989033932,0.6055452044890037,0.5788151852149077,0.989318151680425,0.6597808252715353
157.0,0.0,157.0,0.0,0.39569184022511866,0.9059910200280513,1.2664710786722024,0.5777310385871122,0.5319543632032758,0.9468779102423139,0.6696186233796854
157.0,0.0,157.0,0.0,0.410058793113698,0.5744808313360407,0.3851508211648796,0.5955383916666065,0.565946992856055,0.9679297424491653,0.6558641806665633
157.0,0.0,157.0,0.0,0.01750558174180476,0.16065061690981597,0.5630120343892528,0.6114635819372045,0.6086889035082108,0.9904912407379803,0.659482661979075
